1010000000000000000000,4510       BRENTON              ST,,HOUSTON,TX,770932101,957877905,3,Active,Residential,ERCOT,SW,SCENIC WOODS,Y,,Residential,Y,AMSR,N
1010000000000000000000,2611       CAPLIN               ST,,HOUSTON,TX,770261103,957877905,4,Active,Residential,ERCOT,HR,HARDY REIT,Y,,Residential,Y,AMSR,N
1010000000000000000000,1911       LONG SHADOW          LN,,SPRING,TX,773886226,957877905,5,Active,Residential,ERCOT,WF,WESTFIELD,Y,,Residential,Y,AMSR,N
1010000000000000000000,2416       BOSTIC               ST,,HOUSTON,TX,770937434,957877905,4,Active,Residential,ERCOT,BY,BERRY,Y,,Residential,Y,AMSR,N
1010000000000000000000,3322       HARTFIELD            LN,,SPRING,TX,773883372,957877905,5,De-Energized,Residential,ERCOT,SPW,SPW,Y,",Move In",Residential,Y,AMSR,N
1010000000000000000000,17303       KUYKENDAHL           RD,,SPRING,TX,773798323,957877905,5,Active,Small Non-Residential,ERCOT,LU,LOUETTA,Y,,Small Non-Residential,Y,AMSM,N
1010000000000000000000,1359       HUGH                 RD,,HOUSTON,TX,770671503,957877905,6,Active,Residential,ERCOT,GZ,GEARS,Y,,Residential,Y,AMSR,N
1010000000000000000000,608       HENKE                ST,,HOUSTON,TX,770204904,957877905,2,Active,Residential,ERCOT,CL,CLINTON,Y,,Residential,Y,AMSR,N
1010000000000000000000,1426       SILVERDALE           ST,,HOUSTON,TX,770293244,957877905,2,Active,Residential,ERCOT,CL,CLINTON,Y,,Residential,Y,AMSR,N
1010000000000000000000,7118       GAINESVILLE          ST,,HOUSTON,TX,770203351,957877905,2,Active,Residential,ERCOT,WV,WALLISVILLE,Y,,Residential,Y,AMSR,N
1010000000000000000000,11010       MAPLE ROCK           DR,,HUMBLE,TX,773962472,957877905,2,Active,Residential,ERCOT,KG,KING REIT,Y,,Residential,Y,AMSR,N
1010000000000000000000,3302       TERMINAL             ST,,HOUSTON,TX,770203630,957877905,2,Active,Residential,ERCOT,WV,WALLISVILLE,Y,,Residential,Y,AMSR,Y
1010000000000000000000,7425       BROWNWOOD            ST,,HOUSTON,TX,770205524,957877905,2,Active,Residential,ERCOT,WV,WALLISVILLE,Y,,Residential,Y,AMSR,N
1010000000000000000000,809       BOOTH                ST,,HOUSTON,TX,770096812,957877905,2,Active,Residential,ERCOT,NS,NORTHSIDE,Y,,Residential,Y,AMSR,Y
1010000000000000000000,3803       WYLIE                ST,,HOUSTON,TX,770265755,957877905,2,Active,Residential,ERCOT,BH,BRINGHURST,Y,,Residential,Y,AMSR,N
